date,open,close,signal,high,low,volume
2023-10-20,4273.85009765625,4224.16015625,-1,4276.56005859375,4223.02978515625,4004030000
2023-10-23,4210.39990234375,4217.0400390625,1,4255.83984375,4189.22021484375,3776100000
2023-10-24,4235.7900390625,4247.68017578125,-1,4259.3798828125,4219.43017578125,3821820000
2023-10-25,4232.419921875,4186.77001953125,1,4232.419921875,4181.419921875,3869370000
2023-10-26,4175.990234375,4137.22998046875,0,4183.60009765625,4127.89990234375,4277640000
2023-10-27,4152.93017578125,4117.3701171875,1,4156.7001953125,4103.77978515625,4019500000
2023-10-30,4139.39013671875,4166.81982421875,-1,4177.47021484375,4132.93994140625,3911140000
2023-10-31,4171.330078125,4193.7998046875,1,4195.5498046875,4153.1201171875,4249470000
2023-11-01,4201.27001953125,4237.85986328125,0,4245.64013671875,4197.740234375,4224900000
2023-11-02,4268.259765625,4317.77978515625,1,4319.72021484375,4268.259765625,4669780000
2023-11-03,4334.22998046875,4358.33984375,1,4373.6201171875,4334.22998046875,4570960000
2023-11-06,4364.27001953125,4365.97998046875,0,4372.2099609375,4347.52978515625,3656340000
2023-11-07,4366.2099609375,4378.3798828125,-1,4386.259765625,4355.41015625,3791230000
2023-11-08,4384.3701171875,4382.77978515625,1,4391.2001953125,4359.759765625,3729510000
2023-11-09,4391.41015625,4347.35009765625,1,4393.39990234375,4343.93994140625,3900780000
2023-11-10,4364.14990234375,4415.240234375,1,4418.02978515625,4353.33984375,3665080000
2023-11-13,4406.66015625,4411.5498046875,1,4421.759765625,4393.81982421875,3326240000
2023-11-14,4458.97021484375,4495.7001953125,-1,4508.669921875,4458.97021484375,4700350000
2023-11-15,4505.2998046875,4502.8798828125,1,4521.169921875,4495.31005859375,4347170000
2023-11-16,4497.080078125,4508.240234375,1,4511.990234375,4487.830078125,3964520000
2023-11-17,4509.5498046875,4514.02001953125,1,4520.1201171875,4499.66015625,3777240000
2023-11-20,4511.7001953125,4547.3798828125,0,4557.10986328125,4510.35986328125,3644790000
2023-11-21,4538.77001953125,4538.18994140625,1,4542.14013671875,4525.509765625,3511080000
2023-11-22,4553.0400390625,4556.6201171875,1,4568.43017578125,4545.0498046875,3042810000
